employment,education,married,person_living_in_house,salary,house_rental_fee,house_loan_pmt,transport_use,transport_spending,public_transport_spending,house_utility,food_spending,kids_spending,personal_loan,education_loan,other_loan,investment,age_class,house_type_Own,house_type_Parent,house_type_Rental,house_type_Rental house - kampung / wooden house,gender_F,gender_M,vehicle_Import,vehicle_Local,vehicle_Motorcycle,vehicle_no_vehicle,race_Kree,race_Others,race_Sapiens,race_Skrull
2,0,2,2,0,0.0,0.0,own,1400.0,0.0,50.0,200.0,140.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0,0,2,4,0,300.0,0.0,own,50.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1,1,0,0,0,1,0,1,0,0,0
0,0,2,2,0,0.0,0.0,own,50.0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0
2,0,2,2,0,0.0,1000.0,own,0.0,0.0,100.0,700.0,0.0,0.0,0.0,130.0,0.0,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0
5,0,2,6,0,0.0,0.0,own,400.0,0.0,50.0,300.0,300.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
5,3,0,1,0,400.0,0.0,Public,0.0,160.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0,0,2,2,0,124.0,0.0,Public,0.0,100.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,1,0,0,0,0,1,1,0,0,0
5,2,2,2,0,0.0,0.0,own,500.0,0.0,300.0,300.0,0.0,0.0,150.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2,3,0,3,0,0.0,0.0,own,50.0,0.0,150.0,400.0,0.0,0.0,100.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
5,1,0,8,0,0.0,0.0,own,0.0,0.0,50.0,800.0,0.0,0.0,150.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,2,4,0,0.0,800.0,own,1500.0,0.0,300.0,2500.0,1500.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,3,2,5,1,0.0,3000.0,own,1000.0,0.0,500.0,1000.0,1500.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0
5,2,1,1,0,400.0,0.0,own,200.0,0.0,100.0,700.0,600.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0
2,3,2,4,1,0.0,3000.0,own,1200.0,0.0,600.0,2000.0,2500.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0
5,3,2,2,0,0.0,1500.0,own,1300.0,0.0,300.0,500.0,0.0,0.0,120.0,0.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
5,0,2,3,0,0.0,2000.0,own,2700.0,0.0,300.0,500.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
5,3,2,3,1,0.0,0.0,own,1200.0,0.0,1500.0,1500.0,1300.0,1000.0,0.0,0.0,900.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,2,4,0,0.0,0.0,own,0.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,1,1,0,0,0,0,1,0,0,0,1
5,3,2,4,0,0.0,0.0,own,200.0,0.0,200.0,500.0,200.0,0.0,123.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
5,3,0,4,0,450.0,0.0,own,400.0,0.0,50.0,200.0,0.0,0.0,270.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,2,2,0,0.0,0.0,own,150.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0
5,2,0,3,1,0.0,150.0,own,400.0,0.0,350.0,300.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0
5,0,2,1,0,0.0,0.0,Public,0.0,50.0,100.0,500.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2,3,2,5,0,0.0,263.0,own,100.0,0.0,50.0,300.0,200.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,2,2,0,0.0,0.0,Public,0.0,100.0,30.0,500.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5,2,0,1,0,0.0,0.0,own,800.0,0.0,400.0,600.0,0.0,0.0,60.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2,0,2,4,0,0.0,0.0,own,300.0,0.0,100.0,300.0,290.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0
5,2,2,3,1,750.0,1000.0,own,600.0,0.0,300.0,300.0,200.0,0.0,0.0,0.0,565.0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
5,0,0,2,0,450.0,0.0,own,300.0,0.0,100.0,400.0,100.0,0.0,0.0,0.0,0.0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1
5,1,0,3,0,0.0,0.0,own,0.0,0.0,300.0,300.0,0.0,0.0,150.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
5,0,2,5,0,0.0,350.0,own,600.0,0.0,300.0,350.0,200.0,0.0,0.0,0.0,800.0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5,3,2,4,1,750.0,0.0,own,1500.0,0.0,300.0,800.0,700.0,1200.0,350.0,200.0,0.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2,2,0,4,1,0.0,1000.0,own,200.0,0.0,600.0,1500.0,1000.0,1000.0,0.0,2000.0,0.0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5,1,2,5,0,0.0,600.0,own,50.0,0.0,300.0,800.0,400.0,170.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5,0,2,2,1,0.0,0.0,own,400.0,0.0,800.0,2500.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0
5,0,2,6,0,0.0,0.0,own,400.0,0.0,300.0,1000.0,2000.0,0.0,0.0,0.0,0.0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,0,0,1,0,0.0,0.0,Public,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4,0,2,7,0,0.0,0.0,own,0.0,0.0,500.0,1000.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0,1,0,0,0,0,1,1,0,0,0
5,0,1,4,0,0.0,0.0,own,1800.0,0.0,560.0,600.0,250.0,0.0,0.0,0.0,0.0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2,1,1,3,0,0.0,0.0,own,300.0,0.0,300.0,1000.0,600.0,0.0,0.0,0.0,0.0,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5,2,2,2,1,2000.0,0.0,own,2000.0,0.0,350.0,1000.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,0,1,6,0,500.0,0.0,own,600.0,0.0,150.0,800.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5,0,2,2,0,700.0,0.0,own,500.0,0.0,500.0,1000.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,2,3,0,0.0,0.0,own,300.0,0.0,100.0,150.0,150.0,0.0,0.0,0.0,0.0,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5,0,2,5,0,0.0,500.0,own,200.0,0.0,1000.0,500.0,300.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,2,9,0,0.0,0.0,Public,200.0,4.0,150.0,200.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,1,0,0,0,0,1,1,0,0,0
0,0,1,5,0,0.0,0.0,own,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5,0,2,5,0,500.0,0.0,own,0.0,0.0,1000.0,600.0,50.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2,0,2,4,1,0.0,0.0,Public,0.0,100.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5,3,0,1,0,150.0,0.0,own,0.0,0.0,70.0,300.0,0.0,0.0,166.11,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
5,3,2,7,0,0.0,2000.0,own,1300.0,0.0,500.0,500.0,200.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,2,2,0,0.0,0.0,own,500.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0
5,2,2,5,0,0.0,2000.0,own,200.0,0.0,1200.0,600.0,1500.0,0.0,100.0,1300.0,0.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
3,0,2,1,0,300.0,0.0,own,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2,0,2,6,0,0.0,0.0,own,400.0,0.0,300.0,100.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5,3,2,2,1,0.0,0.0,own,1000.0,0.0,500.0,1000.0,0.0,1000.0,0.0,1000.0,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2,2,2,3,0,0.0,0.0,own,1100.0,0.0,1000.0,3000.0,500.0,0.0,0.0,500.0,0.0,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,1,0,300.0,0.0,own,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5,3,0,6,0,0.0,0.0,own,0.0,0.0,500.0,3000.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5,0,2,5,0,0.0,1900.0,own,1000.0,0.0,4000.0,300.0,400.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1
5,0,2,4,0,0.0,1000.0,own,500.0,0.0,600.0,2000.0,300.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0
0,0,2,2,0,0.0,350.0,own,0.0,0.0,300.0,500.0,200.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4,0,2,6,0,0.0,0.0,own,750.0,0.0,80.0,700.0,550.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5,1,0,4,0,0.0,800.0,own,300.0,0.0,400.0,500.0,0.0,0.0,100.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
4,0,2,6,0,0.0,350.0,own,0.0,0.0,500.0,1000.0,500.0,0.0,0.0,0.0,0.0,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2,0,2,3,0,0.0,0.0,own,100.0,0.0,170.0,600.0,50.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0
5,0,2,7,0,250.0,0.0,own,200.0,0.0,150.0,300.0,100.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,0,2,2,0,0.0,0.0,own,10.0,0.0,60.0,200.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0,0,1,0,0,1,0,1,0,0,0
0,0,2,8,0,0.0,0.0,own,50.0,0.0,80.0,0.0,120.0,0.0,0.0,0.0,0.0,3,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,0,2,5,0,0.0,450.0,own,650.0,0.0,600.0,300.0,400.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2,0,1,2,0,0.0,0.0,own,30.0,0.0,20.0,400.0,100.0,0.0,0.0,0.0,0.0,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0
5,0,0,1,0,0.0,0.0,own,1740.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0
5,3,0,3,0,0.0,0.0,own,300.0,0.0,0.0,500.0,0.0,0.0,150.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4,0,2,7,0,0.0,0.0,own,200.0,0.0,200.0,600.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5,0,2,7,0,0.0,350.0,own,200.0,0.0,150.0,300.0,150.0,260.0,0.0,0.0,0.0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5,0,2,8,0,0.0,1000.0,own,2000.0,0.0,1000.0,1500.0,300.0,900.0,0.0,0.0,0.0,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0
2,0,2,4,0,0.0,0.0,own,400.0,0.0,200.0,1000.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0
5,2,0,5,0,200.0,0.0,own,60.0,0.0,50.0,300.0,0.0,280.0,200.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,3,0,1,0,0.0,0.0,own,200.0,0.0,0.0,500.0,0.0,0.0,200.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0,160.0,0.0,own,100.0,0.0,150.0,300.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1,1,0,0,0,1,0,1,0,0,0
0,0,2,2,0,0.0,0.0,own,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,3,0,0.0,0.0,own,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4,0,2,6,0,0.0,0.0,own,200.0,0.0,300.0,500.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5,3,2,3,0,0.0,2000.0,own,0.0,0.0,200.0,2000.0,1000.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
5,2,2,5,1,0.0,0.0,own,400.0,0.0,500.0,500.0,700.0,400.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
5,0,2,8,0,0.0,200.0,own,200.0,0.0,500.0,1000.0,1000.0,260.0,0.0,0.0,0.0,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0
0,0,2,3,0,0.0,0.0,own,150.0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0
4,0,2,5,0,124.0,0.0,own,0.0,0.0,400.0,500.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,0,1,0,0,0,0,1,1,0,0,0
5,2,0,3,0,400.0,0.0,own,80.0,0.0,250.0,400.0,0.0,0.0,0.0,0.0,281.0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,0,2,4,0,0.0,0.0,own,100.0,0.0,50.0,500.0,300.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0
2,0,2,5,0,0.0,0.0,own,600.0,0.0,270.0,300.0,150.0,0.0,0.0,0.0,90.0,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0
5,2,2,3,0,0.0,400.0,own,700.0,0.0,100.0,200.0,250.0,0.0,0.0,0.0,280.0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0,2,2,0,0.0,0.0,Public,200.0,80.0,50.0,800.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,2,3,0,0.0,0.0,own,50.0,0.0,200.0,500.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,2,6,0,0.0,0.0,own,30.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0,1,0,0,0,1,0,1,0,0,0
5,0,2,10 or more,0,600.0,0.0,own,900.0,0.0,700.0,600.0,500.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,0,2,4,0,0.0,0.0,own,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4,3,2,2,0,0.0,0.0,own,300.0,0.0,150.0,800.0,800.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,1
5,0,0,8,0,0.0,0.0,own,1000.0,0.0,150.0,500.0,0.0,0.0,0.0,1000.0,0.0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,2,5,0,0.0,0.0,own,600.0,0.0,100.0,400.0,500.0,0.0,0.0,0.0,0.0,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0
5,0,0,2,0,0.0,0.0,own,400.0,0.0,600.0,300.0,0.0,1000.0,0.0,300.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,2,2,4,0,124.0,0.0,own,0.0,0.0,200.0,500.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,1,0,0,0,0,1,1,0,0,0
5,0,0,10 or more,0,0.0,0.0,own,400.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
5,3,2,5,1,0.0,1400.0,Public,2000.0,0.0,400.0,1000.0,500.0,0.0,0.0,400.0,0.0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0
5,0,2,2,0,0.0,0.0,Both,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5,3,2,4,1,0.0,900.0,own,200.0,0.0,600.0,1500.0,600.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0
3,0,2,3,0,0.0,0.0,own,200.0,0.0,250.0,1000.0,1000.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0
5,0,0,1,0,400.0,0.0,Both,250.0,0.0,100.0,500.0,0.0,320.0,0.0,0.0,0.0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0
5,3,0,1,0,0.0,0.0,own,200.0,0.0,20.0,200.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5,0,2,3,0,0.0,0.0,own,600.0,0.0,500.0,500.0,200.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,1
5,2,0,4,0,0.0,0.0,own,100.0,0.0,40.0,200.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2,0,2,5,0,0.0,1400.0,own,1200.0,0.0,100.0,1000.0,0.0,200.0,0.0,0.0,0.0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1
5,0,0,1,0,700.0,0.0,Public,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,2,2,6,1,0.0,1250.0,own,2500.0,0.0,750.0,1000.0,1000.0,650.0,250.0,630.0,0.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
2,0,2,3,0,0.0,0.0,own,150.0,0.0,10.0,300.0,200.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3,0,2,2,0,0.0,0.0,own,650.0,0.0,120.0,0.0,0.0,0.0,0.0,200.0,0.0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,1
5,0,2,5,0,0.0,700.0,own,600.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0
5,3,0,3,0,0.0,0.0,own,500.0,0.0,300.0,500.0,0.0,0.0,200.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2,3,2,2,0,500.0,0.0,own,500.0,0.0,800.0,1500.0,0.0,0.0,50.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,2,1,0,0.0,0.0,own,0.0,50.0,150.0,200.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,2,2,0,0.0,0.0,own,0.0,0.0,200.0,500.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5,3,2,3,1,0.0,0.0,own,0.0,0.0,500.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5,1,2,6,0,0.0,0.0,own,800.0,0.0,600.0,800.0,1000.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,0,2,2,0,0.0,0.0,own,0.0,0.0,300.0,500.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0
5,0,2,5,0,0.0,0.0,own,180.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,1,0,0,1,0,1,0,0,0
5,2,0,1,0,0.0,0.0,own,600.0,0.0,100.0,600.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
4,1,2,2,0,200.0,0.0,own,1000.0,0.0,500.0,1000.0,500.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0
0,0,2,6,0,450.0,0.0,own,0.0,0.0,0.0,500.0,300.0,0.0,0.0,0.0,0.0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5,2,2,4,0,500.0,0.0,own,1000.0,0.0,300.0,1000.0,1000.0,0.0,0.0,650.0,0.0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,2,2,5,1,0.0,0.0,own,0.0,0.0,1500.0,2000.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3,0,2,4,0,0.0,0.0,own,0.0,0.0,50.0,300.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,1,0,0,0,0,1,1,0,0,0
0,0,2,3,0,0.0,200.0,own,100.0,0.0,180.0,600.0,0.0,400.0,0.0,0.0,0.0,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0
4,0,2,4,0,0.0,400.0,own,50.0,0.0,200.0,600.0,100.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5,0,2,3,0,100.0,0.0,own,20.0,0.0,50.0,300.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0
0,3,2,2,0,0.0,0.0,own,100.0,0.0,300.0,500.0,0.0,0.0,170.0,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
0,3,2,3,1,0.0,2000.0,own,1000.0,0.0,3000.0,1000.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0
5,0,2,3,0,0.0,0.0,own,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0
3,0,2,2,0,0.0,0.0,own,1000.0,0.0,400.0,5000.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2,0,2,2,0,0.0,300.0,Public,0.0,300.0,300.0,350.0,300.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0
5,3,2,4,1,0.0,9000.0,own,4000.0,0.0,800.0,3000.0,5000.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,0,2,4,0,0.0,0.0,own,300.0,0.0,200.0,1000.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1
5,2,2,3,0,0.0,0.0,own,1000.0,0.0,500.0,300.0,700.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5,2,2,7,1,0.0,2000.0,Public,0.0,200.0,500.0,1500.0,600.0,1000.0,0.0,0.0,0.0,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5,2,2,4,1,0.0,1700.0,own,500.0,0.0,600.0,1000.0,1200.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1
0,2,2,5,0,0.0,0.0,own,0.0,0.0,180.0,500.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5,0,2,5,1,0.0,900.0,own,1800.0,0.0,400.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
5,0,2,2,0,0.0,0.0,own,300.0,0.0,300.0,1000.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,1
5,0,0,4,0,0.0,0.0,own,50.0,0.0,200.0,500.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
0,0,2,3,0,0.0,0.0,own,200.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5,0,2,3,0,0.0,0.0,own,300.0,0.0,450.0,800.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0
5,0,2,6,0,550.0,0.0,own,200.0,0.0,150.0,450.0,160.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1
2,3,0,1,0,0.0,0.0,own,100.0,0.0,100.0,200.0,0.0,0.0,300.0,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
5,3,0,3,1,1000.0,0.0,own,1130.0,0.0,800.0,300.0,0.0,0.0,100.0,830.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
5,0,2,4,0,0.0,0.0,own,50.0,0.0,50.0,300.0,500.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
4,0,2,3,0,0.0,0.0,own,200.0,0.0,500.0,600.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0
5,0,2,4,0,380.0,0.0,own,0.0,0.0,100.0,1500.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0
5,0,2,2,1,0.0,970.0,own,1100.0,0.0,70.0,300.0,0.0,190.0,0.0,0.0,0.0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5,3,0,4,0,0.0,0.0,own,200.0,0.0,400.0,600.0,0.0,0.0,0.0,300.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
